"ID","BDAT","FDAT","ARDAT","LACT","CBRD","XLAME","LLAME","PSTRG","Event","DIM","Date","Remark","Protocols","Technician",
      7555 ,09/20/16,12/05/19,01/03/20,   2 ,H    ,    1 ,    0 ,    2 ,LAME       ,  10 ,12/15/19,PENG5.50        ,,,
     19931 ,09/03/17,07/07/19,01/03/20,   1 ,H    ,    0 ,    0 ,    2 ,FOOTRIM    , 176 ,12/30/19,BEEF            ,                ,,
     19931 ,09/03/17,07/07/19,01/03/20,   1 ,H    ,    0 ,    0 ,    2 ,FOOTRIM    , 176 ,12/30/19,BL.NOFT         ,                ,,
     20611 ,08/29/17,07/23/21,01/07/22,   3 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  59 ,09/20/21,II              ,J&t,,
     21488 ,09/30/17,08/26/22,05/12/23,   4 ,H    ,    0 ,    1 ,    2 ,FOOTRIM    ,  84 ,11/18/22,NONE            ,J&t,,
     32585 ,12/20/09,02/27/18,05/05/19,   7 ,X    ,    1 ,    3 ,    2 ,LAME       , 244 ,10/29/18,L5              ,LAMINITIS       ,,
     32585 ,12/20/09,02/27/18,05/05/19,   7 ,X    ,    2 ,    3 ,    2 ,LAME       , 258 ,11/12/18,L6              ,LAMINITIS       ,,
     32969 ,09/17/11,02/12/18,04/08/19,   4 ,J    ,    1 ,    4 ,    2 ,LAME       , 294 ,12/03/18,L8              ,LAMINITIS       ,,
     37639 ,03/13/12,11/04/17,10/06/19,   3 ,X    ,    3 ,    3 ,    2 ,LAME       , 345 ,10/15/18,L5              ,LAMINITIS       ,,
     41905 ,11/13/12,12/15/18,04/16/19,   5 ,X    ,    0 ,    2 ,    2 ,FOOTRIM    ,  23 ,01/07/19,BR.FTRT         ,                ,,
     42325 ,01/02/13,07/14/21,03/18/22,   7 ,X    ,    1 ,    1 ,    2 ,FOOTRIM    ,  82 ,10/04/21,II              ,J&t,,
     42325 ,01/02/13,07/14/21,03/18/22,   7 ,X    ,    1 ,    1 ,    2 ,FOOTRIM    , 152 ,12/13/21,II              ,J&t,,
     42325 ,01/02/13,07/14/21,03/18/22,   7 ,X    ,    1 ,    1 ,    2 ,FOOTRIM    , 166 ,12/27/21,II              ,J&t,,
     42325 ,01/02/13,07/14/21,03/18/22,   7 ,X    ,    1 ,    1 ,    2 ,LAME       , 194 ,01/24/22,BLKUBRII        ,Sole Ulcer      ,J&t,
     45299 ,05/02/13,09/07/18,03/28/19,   4 ,H    ,    1 ,    3 ,    2 ,LAME       ,  80 ,11/26/18,U.BR            ,UPPERLEG        ,,
     46175 ,07/04/13,01/22/18,08/04/19,   3 ,X    ,    4 ,    0 ,    2 ,LAME       , 287 ,11/05/18,L6              ,LAMINITIS       ,,
     47902 ,09/19/13,08/05/20,12/18/20,   5 ,H    ,    1 ,    5 ,    2 ,FOOTRIM    , 112 ,11/25/20,BR.WTLN         ,                ,,
     47902 ,09/19/13,08/05/20,12/18/20,   5 ,H    ,    1 ,    5 ,    2 ,LAME       , 113 ,11/26/20,PENG5.50        ,,,
     48549 ,10/21/13,10/21/18,06/01/19,   4 ,X    ,    1 ,    0 ,    2 ,LAME       ,  11 ,11/01/18,BLOCK RB        ,THIN SOLES      ,,
     51888 ,02/25/14,07/27/19,08/17/20,   4 ,J    ,    0 ,    3 ,    2 ,FOOTRIM    , 214 ,02/26/20,FR.NOFT         ,                ,,
     52363 ,04/03/14,08/24/18,02/24/19,   3 ,H    ,    1 ,    3 ,    2 ,LAME       ,  73 ,11/05/18,U.BR            ,UPPERLEG        ,,
     52363 ,04/03/14,08/24/18,02/24/19,   3 ,H    ,    2 ,    3 ,    2 ,LAME       ,  94 ,11/26/18,L8              ,LAMINITIS       ,,
     52728 ,05/05/14,07/05/18,01/27/19,   3 ,X    ,    3 ,    1 ,    2 ,LAME       ,  95 ,10/08/18,L7              ,LAMINITIS       ,,
     53177 ,06/07/14,03/16/22,10/19/22,   6 ,J    ,    1 ,    1 ,    2 ,LAME       , 110 ,07/04/22,BLKUBL          ,Sole Ulcer      ,J&t,
     54367 ,08/13/14,07/14/17,11/23/18,   2 ,X    ,    2 ,    0 ,    2 ,LAME       , 458 ,10/15/18,L2              ,LAMINITIS       ,,
     54371 ,03/31/18,06/29/22,11/21/22,   3 ,J    ,    1 ,    0 ,    2 ,FOOTRIM    ,  61 ,08/29/22,NONE            ,J&t,,
     54371 ,03/31/18,06/29/22,11/21/22,   3 ,J    ,    1 ,    0 ,    2 ,FOOTRIM    ,  68 ,09/05/22,NONE            ,J&t,,
     54371 ,03/31/18,06/29/22,11/21/22,   3 ,J    ,    1 ,    0 ,    2 ,LAME       ,  82 ,09/19/22,BLKUBR          ,Sole Ulcer      ,J&t,
     54377 ,04/14/18,05/22/22,05/30/23,   3 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 246 ,01/23/23,NONE            ,J&t,,
     54381 ,02/25/18,08/05/23,00000000 ,   4 ,X    ,    1 ,    0 ,    2 ,FOOTRIM    ,  30 ,09/04/23,NONE            ,J&t,,
     54432 ,03/19/18,11/12/22,00000000 ,   3 ,J    ,    1 ,    0 ,    2 ,FOOTRIM    , 254 ,07/24/23,NONE            ,J&t,,
     54437 ,01/29/18,01/24/23,00000000 ,   4 ,J    ,    0 ,    1 ,    2 ,FOOTRIM    ,  83 ,04/17/23,NONE            ,J&t,,
     54437 ,01/29/18,01/24/23,00000000 ,   4 ,J    ,    0 ,    1 ,    2 ,FOOTRIM    ,  94 ,04/28/23,NONE            ,J&t,,
     54437 ,01/29/18,01/24/23,00000000 ,   4 ,J    ,    0 ,    1 ,    2 ,FOOTRIM    , 202 ,08/14/23,NONE            ,J&t,,
     54451 ,05/13/18,03/02/23,00000000 ,   4 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 186 ,09/04/23,NONE            ,J&t,,
     54485 ,02/17/18,03/07/22,01/23/23,   3 ,X    ,    1 ,    0 ,    2 ,LAME       , 217 ,10/10/22,BLKUBR          ,Sole Ulcer      ,J&t,
     54485 ,02/17/18,03/07/22,01/23/23,   3 ,X    ,    2 ,    0 ,    2 ,LAME       , 231 ,10/24/22,BLKUBR          ,Sole Ulcer      ,J&t,
     54487 ,03/08/18,02/28/22,03/09/23,   3 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 126 ,07/04/22,NONE            ,J&t,,
     54487 ,03/08/18,02/28/22,03/09/23,   3 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 357 ,02/20/23,NONE            ,J&t,,
     54489 ,04/08/18,12/17/22,03/15/23,   4 ,J    ,    0 ,    2 ,    2 ,FOOTRIM    ,  65 ,02/20/23,NONE            ,J&t,,
     54494 ,04/17/18,07/10/22,07/03/23,   3 ,J    ,    1 ,    1 ,    2 ,LAME       ,  64 ,09/12/22,BLKUFL          ,Sole Ulcer      ,J&t,
     54494 ,04/17/18,07/10/22,07/03/23,   3 ,J    ,    2 ,    1 ,    2 ,LAME       ,  71 ,09/19/22,ABXFFL          ,Foot Rot        ,J&t,
     54494 ,04/17/18,07/10/22,07/03/23,   3 ,J    ,    2 ,    1 ,    2 ,FOOTRIM    , 348 ,06/23/23,NONE            ,J&t,,
     54853 ,09/01/14,01/04/20,12/07/20,   4 ,H    ,    0 ,    1 ,    2 ,FOOTRIM    , 281 ,10/11/20,BL.WTLN         ,                ,,
     56899 ,11/07/14,04/27/18,01/13/20,   2 ,X    ,    1 ,    1 ,    2 ,LAME       , 185 ,10/29/18,L8              ,LAMINITIS       ,,
     58133 ,01/09/15,03/19/21,12/17/21,   5 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 157 ,08/23/21,II              ,J&t,,
     58139 ,01/09/15,03/15/23,08/14/23,   7 ,J    ,    1 ,    0 ,    2 ,LAME       ,  13 ,03/28/23,BLKTQQBR        ,Sole Ulcer      ,Nacho,
     58514 ,01/28/15,10/21/22,12/31/22,   6 ,X    ,    1 ,    0 ,    2 ,LAME       ,  52 ,12/12/22,BLKUFR          ,Sole Ulcer      ,J&t,
     60380 ,07/22/20,08/01/22,10/02/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 336 ,07/03/23,NONE            ,J&t,,
     60663 ,08/18/20,09/08/22,05/12/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 207 ,04/03/23,NONE            ,J&t,,
     60663 ,08/18/20,09/08/22,05/12/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 232 ,04/28/23,NONE            ,J&t,,
     60718 ,08/24/20,08/02/22,08/14/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 223 ,03/13/23,NONE            ,J&t,,
     61007 ,08/19/20,07/27/22,05/30/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 292 ,05/15/23,NONE            ,J&t,,
     61162 ,08/28/20,07/03/22,10/02/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 323 ,05/22/23,NONE            ,J&t,,
     61162 ,08/28/20,07/03/22,10/02/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 351 ,06/19/23,NONE            ,J&t,,
     61162 ,08/28/20,07/03/22,10/02/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 386 ,07/24/23,NONE            ,J&t,,
     61303 ,09/09/20,07/20/22,03/21/23,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 236 ,03/13/23,TRMLFL          ,Leg/Injury,J&t,
     61457 ,09/21/20,07/28/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 228 ,03/13/23,NONE            ,J&t,,
     62081 ,10/07/20,08/06/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 317 ,06/19/23,NONE            ,J&t,,
     62304 ,06/30/15,04/26/18,03/03/19,   2 ,X    ,    1 ,    0 ,    2 ,LAME       , 165 ,10/08/18,L8              ,LAMINITIS       ,,
     62434 ,10/19/20,09/27/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 314 ,08/07/23,BLKUBL          ,Sole Ulcer      ,J&t,
     62555 ,11/02/20,09/27/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 275 ,06/29/23,BLKXRR          ,WhiteLineIN     ,Antonio,
     62555 ,11/02/20,09/27/22,00000000 ,   1 ,X    ,    2 ,    0 ,    2 ,LAME       , 300 ,07/24/23,BLKUFL          ,Sole Ulcer      ,J&t,
     62626 ,11/04/20,09/10/22,07/21/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  69 ,11/18/22,NONE            ,J&t,,
     62626 ,11/04/20,09/10/22,07/21/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 163 ,02/20/23,NONE            ,J&t,,
     62693 ,11/07/20,10/29/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,   9 ,11/07/22,ABXFBR          ,Foot Rot        ,Juan M,
     62724 ,11/09/20,09/20/22,10/02/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 244 ,05/22/23,NONE            ,J&t,,
     62724 ,11/09/20,09/20/22,10/02/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 321 ,08/07/23,NONE            ,J&t,,
     63438 ,05/06/20,04/09/23,00000000 ,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 162 ,09/18/23,NONE            ,J&t,,
     64176 ,01/07/21,02/09/23,00000000 ,   1 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 186 ,08/14/23,NONE            ,J&t,,
     64205 ,01/09/21,12/10/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 247 ,08/14/23,NONE            ,J&t,,
     64205 ,01/09/21,12/10/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 254 ,08/21/23,NONE            ,J&t,,
     64205 ,01/09/21,12/10/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 261 ,08/28/23,NONE            ,J&t,,
     64205 ,01/09/21,12/10/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 268 ,09/04/23,NONE            ,J&t,,
     64205 ,01/09/21,12/10/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 282 ,09/18/23,NONE            ,J&t,,
     64607 ,01/29/21,12/29/22,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 200 ,07/17/23,BLKUBL          ,Sole Ulcer      ,J&t,
     65290 ,08/29/20,07/14/23,08/11/23,   2 ,X    ,    1 ,    0 ,    2 ,LAME       ,  19 ,08/02/23,BLKUBL          ,Sole Ulcer      ,Nacho,
     65332 ,09/18/20,08/21/22,10/27/22,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  43 ,10/03/22,TRMLBL          ,Leg/Injury,J&t,
     65419 ,03/12/21,01/19/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 207 ,08/14/23,BLKUBL          ,Sole Ulcer      ,J&t,
     65433 ,03/13/21,01/30/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 150 ,06/29/23,NONE            ,,,
     65528 ,02/24/21,01/03/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 223 ,08/14/23,NONE            ,J&t,,
     65599 ,02/27/21,01/09/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 141 ,05/30/23,NONE            ,Nacho,,
     65666 ,03/01/21,01/05/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 235 ,08/28/23,NONE            ,J&t,,
     65777 ,03/17/21,01/19/23,11/03/23,   1 ,X    ,    1 ,    0 ,    2 ,FOOTRIM    , 221 ,08/28/23,NONE            ,J&t,,
     65997 ,04/01/21,02/03/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 234 ,09/25/23,NONE            ,J&t,,
     66761 ,04/18/21,02/23/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 214 ,09/25/23,NONE            ,J&t,,
     66893 ,04/29/21,03/07/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  76 ,05/22/23,NONE            ,J&t,,
     66893 ,04/29/21,03/07/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  97 ,06/12/23,NONE            ,J&t,,
     66933 ,05/01/21,03/09/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 158 ,08/14/23,NONE            ,J&t,,
     67011 ,10/08/20,06/25/23,00000000 ,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  43 ,08/07/23,NONE            ,J&t,,
     67179 ,04/16/21,05/06/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 100 ,08/14/23,BLKUBR          ,Sole Ulcer      ,J&t,
     67179 ,04/16/21,05/06/23,00000000 ,   1 ,X    ,    2 ,    0 ,    2 ,LAME       , 121 ,09/04/23,BLKUBL          ,Sole Ulcer      ,J&t,
     67240 ,05/05/21,03/07/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 153 ,08/07/23,NONE            ,J&t,,
     67362 ,05/25/21,05/05/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  80 ,07/24/23,NONE            ,J&t,,
     67623 ,05/15/21,04/23/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 113 ,08/14/23,BLKUBL          ,Sole Ulcer      ,J&t,
     67623 ,05/15/21,04/23/23,00000000 ,   1 ,X    ,    2 ,    0 ,    2 ,LAME       , 120 ,08/21/23,BLKUBL          ,Sole Ulcer      ,J&t,
     67623 ,05/15/21,04/23/23,00000000 ,   1 ,X    ,    3 ,    0 ,    2 ,LAME       , 127 ,08/28/23,BLKUBR          ,Sole Ulcer      ,J&t,
     67623 ,05/15/21,04/23/23,00000000 ,   1 ,X    ,    4 ,    0 ,    2 ,FOOTRIM    , 148 ,09/18/23,NONE            ,J&t,,
     68259 ,06/14/21,04/19/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 117 ,08/14/23,NONE            ,J&t,,
     68399 ,06/21/21,05/05/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,   5 ,05/10/23,TETDFL          , DD/Wart,Nacho,
     68457 ,07/08/21,05/17/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 110 ,09/04/23,BLKUBR          ,Sole Ulcer      ,J&t,
     68457 ,07/08/21,05/17/23,00000000 ,   1 ,X    ,    2 ,    0 ,    2 ,FOOTRIM    , 131 ,09/25/23,NONE            ,J&t,,
     68463 ,07/09/21,05/16/23,10/02/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  90 ,08/14/23,NONE            ,J&t,,
     68591 ,01/17/21,01/19/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 207 ,08/14/23,NONE            ,J&t,,
     68654 ,07/23/21,06/18/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  99 ,09/25/23,NONE            ,J&t,,
     68832 ,02/02/21,01/10/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 174 ,07/03/23,NONE            ,J&t,,
     68872 ,08/08/21,06/09/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  52 ,07/31/23,NONE            ,J&t,,
     69032 ,08/10/21,06/21/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  75 ,09/04/23,NONE            ,J&t,,
     69045 ,08/10/21,06/11/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  43 ,07/24/23,NONE            ,J&t,,
     69079 ,03/24/16,07/03/19,01/03/20,   2 ,H    ,    0 ,    1 ,    2 ,FOOTRIM    ,  41 ,08/13/19,BR.WTLN         ,                ,,
     69079 ,03/24/16,07/03/19,01/03/20,   2 ,H    ,    0 ,    1 ,    2 ,FOOTRIM    ,  83 ,09/24/19,BL.WTLN         ,                ,,
     69079 ,03/24/16,07/03/19,01/03/20,   2 ,H    ,    0 ,    1 ,    2 ,FOOTRIM    , 109 ,10/20/19,BR.WTLN         ,                ,,
     69079 ,03/24/16,07/03/19,01/03/20,   2 ,H    ,    0 ,    1 ,    2 ,FOOTRIM    , 181 ,12/31/19,BEEF            ,                ,,
     69079 ,03/24/16,07/03/19,01/03/20,   2 ,H    ,    0 ,    1 ,    2 ,FOOTRIM    , 181 ,12/31/19,BL.ULCR         ,                ,,
     69982 ,07/08/21,05/18/23,10/18/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 123 ,09/18/23,NONE            ,J&t,,
     70116 ,07/17/21,05/30/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 104 ,09/11/23,NONE            ,J&t,,
     70179 ,06/15/21,04/23/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 148 ,09/18/23,NONE            ,J&t,,
     70318 ,06/29/21,04/24/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  70 ,07/03/23,BLKUBL          ,Sole Ulcer      ,J&t,
     70318 ,06/29/21,04/24/23,00000000 ,   1 ,X    ,    2 ,    0 ,    2 ,LAME       , 105 ,08/07/23,BLKUBR          ,Sole Ulcer      ,J&t,
     70373 ,06/27/21,06/23/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  94 ,09/25/23,NONE            ,J&t,,
     70446 ,01/21/20,03/25/22,08/14/23,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 367 ,03/27/23,NONE            ,J&t,,
     70692 ,01/30/18,04/10/22,05/11/23,   3 ,X    ,    1 ,    2 ,    2 ,LAME       , 211 ,11/07/22,BLKUBL          ,Sole Ulcer      ,J&t,
     70692 ,01/30/18,04/10/22,05/11/23,   3 ,X    ,    2 ,    2 ,    2 ,LAME       , 260 ,12/26/22,BLKUBL          ,Sole Ulcer      ,J&t,
     70887 ,05/15/18,04/23/20,08/04/20,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,   8 ,05/01/20,FANGAS          ,TRIM            ,,
     71047 ,04/13/21,02/17/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  83 ,05/11/23,TETDLH          , DD/Wart,Antonio,
     71087 ,05/15/21,05/10/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 138 ,09/25/23,BLKUBR          ,Sole Ulcer      ,J&t,
     71166 ,05/14/21,04/28/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 115 ,08/21/23,NONE            ,J&t,,
     71167 ,04/29/21,03/17/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  10 ,03/27/23,BLKTQQBL        ,ThinSole/Toe,Nacho,
     71314 ,10/09/21,08/18/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,  38 ,09/25/23,BLKUBL          ,Sole Ulcer      ,J&t,
     71493 ,07/04/18,06/05/22,05/30/23,   3 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 302 ,04/03/23,NONE            ,J&t,,
     71722 ,08/18/18,10/04/21,08/05/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  35 ,11/08/21,II              ,J&t,,
     71722 ,08/18/18,10/04/21,08/05/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  56 ,11/29/21,II              ,J&t,,
     71722 ,08/18/18,10/04/21,08/05/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 133 ,02/14/22,II              ,J&t,,
     71722 ,08/18/18,10/04/21,08/05/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 245 ,06/06/22,NONE            ,J&t,,
     71722 ,08/18/18,10/04/21,08/05/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 252 ,06/13/22,NONE            ,J&t,,
     71725 ,08/22/18,06/17/21,04/01/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 207 ,01/10/22,II              ,J&t,,
     71749 ,09/16/18,08/03/20,01/05/22,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 497 ,12/13/21,II              ,J&t,,
     71765 ,09/26/18,04/25/22,06/26/23,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 322 ,03/13/23,NONE            ,J&t,,
     71780 ,10/05/18,10/07/21,02/08/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  32 ,11/08/21,II              ,J&t,,
     71780 ,10/05/18,10/07/21,02/08/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    ,  67 ,12/13/21,II              ,J&t,,
     71780 ,10/05/18,10/07/21,02/08/22,   2 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 109 ,01/24/22,II              ,J&t,,
     71816 ,04/16/21,04/15/23,11/20/23,   1 ,X    ,    1 ,    0 ,    2 ,LAME       , 114 ,08/07/23,BLKUBL          ,Sole Ulcer      ,J&t,
     71816 ,04/16/21,04/15/23,11/20/23,   1 ,X    ,    2 ,    0 ,    2 ,LAME       , 142 ,09/04/23,BLKUBL          ,Sole Ulcer      ,J&t,
     71816 ,04/16/21,04/15/23,11/20/23,   1 ,X    ,    3 ,    0 ,    2 ,LAME       , 149 ,09/11/23,BLKUBL          ,Sole Ulcer      ,J&t,
     71892 ,12/10/18,04/29/22,08/14/23,   2 ,X    ,    1 ,    0 ,    2 ,LAME       , 220 ,12/05/22,BLKUFL          ,Sole Ulcer      ,J&t,
     71916 ,12/08/18,10/30/22,06/26/23,   3 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 162 ,04/10/23,NONE            ,J&t,,
     71916 ,12/08/18,10/30/22,06/26/23,   3 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 180 ,04/28/23,NONE            ,J&t,,
     71938 ,12/17/18,11/11/20,01/21/22,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 327 ,10/04/21,II              ,J&t,,
     71952 ,03/15/20,01/19/23,00000000 ,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 155 ,06/23/23,NONE            ,J&t,,
     71952 ,03/15/20,01/19/23,00000000 ,   2 ,J    ,    0 ,    0 ,    2 ,FOOTRIM    , 235 ,09/11/23,NONE            ,J&t,,
     72028 ,08/09/18,07/24/21,02/09/22,   2 ,X    ,    0 ,    1 ,    2 ,FOOTRIM    ,  58 ,09/20/21,II              ,J&t,,
     72028 ,08/09/18,07/24/21,02/09/22,   2 ,X    ,    0 ,    1 ,    2 ,FOOTRIM    , 163 ,01/03/22,II              ,J&t,,
     72051 ,08/15/18,06/23/22,01/10/23,   3 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 193 ,01/02/23,NONE            ,J&t,,
     72073 ,10/23/21,09/03/23,00000000 ,   1 ,X    ,    1 ,    0 ,    2 ,LAME       ,   8 ,09/11/23,BLKXBR          ,WhiteLineIN     ,Nacho,
     72082 ,08/24/18,06/03/22,06/26/23,   3 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 329 ,04/28/23,NONE            ,J&t,,
     72528 ,01/16/21,12/14/22,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 222 ,07/24/23,NONE            ,J&t,,
     72541 ,01/16/21,02/08/23,00000000 ,   1 ,X    ,    0 ,    0 ,    2 ,FOOTRIM    , 152 ,07/10/23,NONE            ,J&t,,
