"ID","BDAT","FDAT","ARDAT","LACT","CBRD","XLAME","LLAME","PSTRG","Event","DIM","Date","Remark","Protocols","Technician",
        33 ,02/03/19,02/12/23,00000000 ,   3 ,H    ,    1 ,    0 ,    3 ,LAME       , 138 ,06/30/23,BLKWRR          ,WhiteLineOut    ,Antonio,
        37 ,01/01/19,02/13/23,00000000 ,   3 ,H    ,    1 ,    0 ,    3 ,LAME       , 106 ,05/30/23,TETDRR          , DD/Wart,Antonio,
        37 ,01/01/19,02/13/23,00000000 ,   3 ,H    ,    2 ,    0 ,    3 ,LAME       , 115 ,06/08/23,ABXFLR          ,Foot Rot        ,Antonio,
        38 ,08/02/18,04/13/23,00000000 ,   4 ,H    ,    1 ,    0 ,    3 ,LAME       ,  28 ,05/11/23,TETDRR          , DD/Wart,Antonio,
        39 ,08/03/18,05/11/23,08/21/23,   3 ,H    ,    1 ,    0 ,    3 ,LAME       ,  92 ,08/11/23,ABXFRR          ,Foot Rot        ,Antonio,
        45 ,08/03/18,07/06/20,10/03/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 227 ,02/18/21,TRIM            ,TRIM            ,,
        45 ,08/03/18,09/30/22,09/01/23,   3 ,H    ,    1 ,    1 ,    3 ,LAME       , 279 ,07/06/23,TETDLR          , DD/Wart,Antonio,
        47 ,01/28/19,01/26/21,01/14/22,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 304 ,11/26/21,TETDMQRR        , DD/Wart,Antonio,
        47 ,01/28/19,01/14/22,01/21/23,   2 ,H    ,    1 ,    1 ,    3 ,LAME       , 213 ,08/15/22,TETDRR          , DD/Wart,Antonio,
        48 ,08/04/18,10/07/21,11/28/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 348 ,09/20/22,TETDLR          , DD/Wart,Antonio,
        51 ,08/04/18,07/04/20,08/11/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 345 ,06/14/21,D               ,DERMATITIS      ,,
        52 ,08/04/18,06/28/21,03/23/23,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 164 ,12/09/21,TETDRRII        , DD/Wart,Antonio,
        57 ,08/07/18,00000000 ,08/14/20,   0 ,H    ,    0 ,    0 ,    3 ,FOOTRIM    , 414 ,09/25/19,FL.WTLN         ,                ,,
        58 ,08/07/18,10/21/21,11/07/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 154 ,03/24/22,TETDRRII        , DD/Wart,Antonio,
        59 ,08/07/18,11/30/22,11/06/23,   3 ,H    ,    1 ,    0 ,    3 ,LAME       , 278 ,09/04/23,TETDLF          , DD/Wart,Antonio,
        60 ,08/07/18,09/18/21,09/10/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,  89 ,12/16/21,TETDRRII        , DD/Wart,Antonio,
        62 ,08/07/18,06/19/21,06/07/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 142 ,11/08/21,TETDLFII        , DD/Wart,Antonio,
        65 ,08/08/18,06/24/20,09/05/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 281 ,04/01/21,TRIM            ,TRIM            ,,
        66 ,08/08/18,00000000 ,07/01/20,   0 ,H    ,    1 ,    0 ,    3 ,LAME       , 386 ,08/29/19,TRIM            ,TRIM            ,,
        70 ,03/10/19,12/19/20,11/26/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 276 ,09/21/21,TETDRRII        , DD/Wart,Antonio,
        71 ,08/09/18,12/06/21,04/29/23,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 102 ,03/18/22,TETDRFII        , DD/Wart,Antonio,
        74 ,10/11/12,12/26/17,12/06/18,   4 ,H    ,    3 ,    2 ,    3 ,LAME       , 297 ,10/19/18,T               ,THIN SOLES      ,,
        75 ,08/09/18,07/18/22,07/15/23,   3 ,H    ,    1 ,    0 ,    3 ,LAME       , 231 ,03/06/23,TRMLLR          ,Leg/Injury,Antonio,
        78 ,08/09/18,08/29/21,08/04/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 138 ,01/14/22,TETDRRII        , DD/Wart,Antonio,
        78 ,08/09/18,08/29/21,08/04/22,   2 ,H    ,    2 ,    0 ,    3 ,LAME       , 207 ,03/24/22,BLKWLR          ,WhiteLineOut    ,Antonio,
        78 ,08/09/18,08/04/22,08/10/23,   3 ,H    ,    1 ,    2 ,    3 ,LAME       ,  95 ,11/07/22,TETDRR          , DD/Wart,Antonio,
        78 ,08/09/18,08/04/22,08/10/23,   3 ,H    ,    2 ,    2 ,    3 ,LAME       , 165 ,01/16/23,TETDRR          , DD/Wart,Antonio,
        78 ,08/09/18,08/04/22,08/10/23,   3 ,H    ,    3 ,    2 ,    3 ,LAME       , 372 ,08/11/23,TETDRR          , DD/Wart,Antonio,
        79 ,08/09/18,06/14/20,11/09/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 270 ,03/11/21,F               ,FOOTROT         ,,
        80 ,10/12/12,10/26/18,05/15/19,   5 ,H    ,    1 ,    7 ,    3 ,LAME       , 147 ,03/22/19,D               ,DERMATITIS      ,,
        81 ,08/09/18,09/03/20,09/22/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 168 ,02/18/21,TRIM            ,TRIM            ,,
       101 ,09/27/12,12/23/17,02/12/19,   4 ,H    ,    1 ,    1 ,    3 ,LAME       , 289 ,10/08/18,TRIM            ,TRIM            ,,
       101 ,09/27/12,02/12/19,03/18/20,   5 ,H    ,    1 ,    2 ,    3 ,LAME       ,  86 ,05/09/19,T BLOCK         ,THIN SOLES      ,,
       101 ,09/27/12,02/12/19,03/18/20,   5 ,H    ,    2 ,    2 ,    3 ,LAME       , 100 ,05/23/19,TRIM            ,TRIM            ,,
       101 ,09/27/12,02/12/19,03/18/20,   5 ,H    ,    3 ,    2 ,    3 ,LAME       , 198 ,08/29/19,T BLOCK         ,THIN SOLES      ,,
       103 ,08/13/18,00000000 ,08/06/20,   0 ,H    ,    1 ,    0 ,    3 ,LAME       , 342 ,07/21/19,LA1.            ,,,
       105 ,10/02/12,10/28/18,11/18/19,   4 ,H    ,    1 ,    0 ,    3 ,LAME       ,   1 ,10/29/18,T BLOCK         ,THIN SOLES      ,,
       105 ,10/02/12,11/18/19,09/16/20,   5 ,H    ,    1 ,    1 ,    3 ,LAME       , 189 ,05/25/20,T BLOCK         ,THIN SOLES      ,,
       105 ,10/02/12,11/18/19,09/16/20,   5 ,H    ,    2 ,    1 ,    3 ,LAME       , 193 ,05/29/20,TRIM            ,TRIM            ,,
       105 ,10/02/12,11/18/19,09/16/20,   5 ,H    ,    3 ,    1 ,    3 ,LAME       , 287 ,08/31/20,T BLOCK         ,THIN SOLES      ,,
       113 ,08/14/18,00000000 ,10/14/20,   0 ,H    ,    1 ,    0 ,    3 ,LAME       , 341 ,07/21/19,LA1.            ,,,
       115 ,06/27/12,01/10/19,04/15/20,   5 ,H    ,    1 ,    3 ,    3 ,LAME       ,  63 ,03/14/19,TRIM            ,TRIM            ,,
       115 ,06/27/12,01/10/19,04/15/20,   5 ,H    ,    2 ,    3 ,    3 ,LAME       , 301 ,11/07/19,T BLOCK         ,THIN SOLES      ,,
       122 ,09/01/16,08/09/18,11/30/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 140 ,12/27/18,U               ,UPPERLEG        ,,
       122 ,09/01/16,11/18/20,02/04/22,   3 ,H    ,    1 ,    1 ,    3 ,LAME       , 187 ,05/24/21,TRIM            ,TRIM            ,,
       126 ,09/01/16,08/25/18,10/28/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 192 ,03/05/19,TRIM            ,TRIM            ,,
       128 ,09/01/16,08/11/19,08/07/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 138 ,12/27/19,TRIM            ,TRIM            ,,
       128 ,09/01/16,08/11/19,08/07/20,   2 ,H    ,    2 ,    0 ,    3 ,LAME       , 246 ,04/13/20,D               ,DERMATITIS      ,,
       128 ,09/01/16,08/07/20,12/29/20,   3 ,H    ,    1 ,    2 ,    3 ,LAME       ,   3 ,08/10/20,D               ,DERMATITIS      ,,
       128 ,09/01/16,08/07/20,12/29/20,   3 ,H    ,    2 ,    2 ,    3 ,LAME       ,  62 ,10/08/20,D               ,DERMATITIS      ,,
       129 ,09/01/16,09/23/19,10/29/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 206 ,04/16/20,TRIM            ,TRIM            ,,
       131 ,09/01/16,08/25/20,06/11/21,   3 ,H    ,    1 ,    1 ,    3 ,LAME       ,  48 ,10/12/20,T BLOCK         ,THIN SOLES      ,,
       132 ,09/01/16,09/16/18,10/11/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 151 ,02/14/19,TRIM            ,TRIM            ,,
       132 ,09/01/16,10/11/19,09/29/20,   2 ,H    ,    1 ,    1 ,    3 ,LAME       , 185 ,04/13/20,D               ,DERMATITIS      ,,
       136 ,09/01/16,08/25/19,10/21/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,  46 ,10/10/19,F               ,FOOTROT         ,,
       136 ,09/01/16,08/25/19,10/21/20,   2 ,H    ,    2 ,    0 ,    3 ,LAME       , 207 ,03/19/20,TRIM            ,TRIM            ,,
       136 ,09/01/16,08/25/19,10/21/20,   2 ,H    ,    3 ,    0 ,    3 ,LAME       , 367 ,08/26/20,D               ,DERMATITIS      ,,
       136 ,09/01/16,10/21/20,10/21/21,   3 ,H    ,    1 ,    3 ,    3 ,LAME       ,   1 ,10/22/20,D               ,DERMATITIS      ,,
       136 ,09/01/16,10/21/21,10/03/22,   4 ,H    ,    1 ,    4 ,    3 ,LAME       , 144 ,03/14/22,TRMLLRII        ,Leg/Injury,Antonio,
       137 ,09/01/16,09/01/18,10/05/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 152 ,01/31/19,F               ,FOOTROT         ,,
       137 ,09/01/16,10/05/19,04/09/20,   2 ,H    ,    1 ,    1 ,    3 ,LAME       ,  55 ,11/29/19,D               ,DERMATITIS      ,,
       140 ,09/01/16,08/27/18,10/19/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 248 ,05/02/19,TRIM            ,TRIM            ,,
       140 ,09/01/16,10/19/19,10/03/20,   2 ,H    ,    1 ,    1 ,    3 ,LAME       ,  30 ,11/18/19,D               ,DERMATITIS      ,,
       146 ,09/01/16,08/31/18,08/01/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 298 ,06/25/19,PENG5.50        ,,,
       146 ,09/01/16,08/31/18,08/01/19,   1 ,H    ,    2 ,    0 ,    3 ,LAME       , 304 ,07/01/19, PEN L/S,,,
       150 ,09/01/16,08/25/19,12/11/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 130 ,01/02/20,D               ,DERMATITIS      ,,
       151 ,09/01/16,08/13/19,08/08/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 254 ,04/23/20,T BLOCK         ,THIN SOLES      ,,
       151 ,09/01/16,08/13/19,08/08/20,   2 ,H    ,    2 ,    0 ,    3 ,LAME       , 286 ,05/25/20,T BLOCK         ,THIN SOLES      ,,
       151 ,09/01/16,08/13/19,08/08/20,   2 ,H    ,    3 ,    0 ,    3 ,LAME       , 346 ,07/24/20,T BLOCK         ,THIN SOLES      ,,
       152 ,07/14/12,11/11/18,12/06/19,   5 ,H    ,    1 ,    3 ,    3 ,LAME       , 201 ,05/31/19,T BLOCK         ,THIN SOLES      ,,
       154 ,09/01/16,09/13/18,09/20/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 203 ,04/04/19,TRIM            ,TRIM            ,,
       156 ,09/01/16,08/20/18,07/25/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 108 ,12/06/18,TRIM            ,TRIM            ,,
       156 ,09/01/16,07/25/19,11/08/20,   2 ,H    ,    1 ,    1 ,    3 ,LAME       , 333 ,06/22/20,D               ,DERMATITIS      ,,
       156 ,09/01/16,07/25/19,11/08/20,   2 ,H    ,    2 ,    1 ,    3 ,LAME       , 389 ,08/17/20,D               ,DERMATITIS      ,,
       158 ,09/01/16,09/01/18,08/09/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 173 ,02/21/19,TRIM            ,TRIM            ,,
       163 ,09/01/16,09/07/19,08/08/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,  33 ,10/10/19,D               ,DERMATITIS      ,,
       163 ,09/01/16,08/08/20,01/11/21,   3 ,H    ,    1 ,    1 ,    3 ,LAME       ,  13 ,08/21/20,D               ,DERMATITIS      ,,
       163 ,09/01/16,08/08/20,01/11/21,   3 ,H    ,    2 ,    1 ,    3 ,LAME       ,  55 ,10/02/20,T BLOCK         ,THIN SOLES      ,,
       163 ,09/01/16,08/08/20,01/11/21,   3 ,H    ,    3 ,    1 ,    3 ,LAME       , 111 ,11/27/20,T BLOCK         ,THIN SOLES      ,,
       163 ,09/01/16,08/08/20,01/11/21,   3 ,H    ,    4 ,    1 ,    3 ,LAME       , 128 ,12/14/20,T BLOCK         ,THIN SOLES      ,,
       167 ,09/01/16,08/21/18,09/23/19,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 196 ,03/05/19,TRIM            ,TRIM            ,,
       167 ,09/01/16,09/23/19,10/11/20,   2 ,H    ,    1 ,    1 ,    3 ,LAME       , 192 ,04/02/20,TRIM            ,TRIM            ,,
       167 ,09/01/16,09/23/19,10/11/20,   2 ,H    ,    2 ,    1 ,    3 ,LAME       , 281 ,06/30/20,F               ,FOOTROT         ,,
       167 ,09/01/16,09/23/19,10/11/20,   2 ,H    ,    3 ,    1 ,    3 ,LAME       , 283 ,07/02/20,F               ,FOOTROT         ,,
       167 ,09/01/16,10/11/20,11/01/21,   3 ,H    ,    1 ,    3 ,    3 ,LAME       , 229 ,05/28/21,TRIM            ,TRIM            ,,
       167 ,09/01/16,11/01/21,10/01/22,   4 ,H    ,    0 ,    4 ,    3 ,FOOTRIM    , 189 ,05/09/22,NONE            ,Antonio,,
       168 ,09/01/16,09/16/19,08/22/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 248 ,05/21/20,TRIM            ,TRIM            ,,
       168 ,09/01/16,08/22/20,09/10/21,   3 ,H    ,    1 ,    1 ,    3 ,LAME       ,  33 ,09/24/20,T BLOCK         ,THIN SOLES      ,,
       168 ,09/01/16,08/22/20,09/10/21,   3 ,H    ,    2 ,    1 ,    3 ,LAME       ,  79 ,11/09/20,T BLOCK         ,THIN SOLES      ,,
       168 ,09/01/16,09/10/21,11/23/22,   4 ,H    ,    1 ,    3 ,    3 ,LAME       , 108 ,12/27/21,BLKWLRII        ,WhiteLineOut    ,Antonio,
       171 ,09/01/16,09/18/19,07/29/20,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 127 ,01/23/20,TRIM            ,TRIM            ,,
       171 ,09/01/16,07/29/20,07/07/21,   3 ,H    ,    1 ,    1 ,    3 ,LAME       , 299 ,05/24/21,T BLOCK         ,THIN SOLES      ,,
       172 ,09/01/16,08/07/20,08/17/21,   3 ,H    ,    1 ,    0 ,    3 ,LAME       , 339 ,07/12/21,D               ,DERMATITIS      ,,
       177 ,08/15/18,09/17/21,03/25/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 182 ,03/18/22,TRMLRFII        ,Leg/Injury,Antonio,
       178 ,08/15/18,12/09/22,11/13/23,   3 ,H    ,    1 ,    0 ,    3 ,LAME       , 255 ,08/21/23,BLKWRR          ,WhiteLineOut    ,Antonio,
       178 ,08/15/18,12/09/22,11/13/23,   3 ,H    ,    2 ,    0 ,    3 ,LAME       , 283 ,09/18/23,BLKWRR          ,WhiteLineOut    ,Antonio,
       188 ,08/16/18,12/16/21,03/19/23,   2 ,H    ,    0 ,    0 ,    3 ,FOOTRIM    ,  63 ,02/17/22,II              ,Antonio,,
       191 ,08/17/18,11/25/20,01/06/22,   1 ,H    ,    0 ,    0 ,    3 ,FOOTRIM    ,  20 ,12/15/20,BL.FTRT         ,                ,,
       191 ,08/17/18,01/06/22,03/03/23,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 354 ,12/26/22,TETDLR          , DD/Wart,Antonio,
       194 ,08/17/18,12/30/20,03/31/22,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 289 ,10/15/21,BLKXRRII        ,WhiteLineIN     ,Antonio,
       199 ,08/18/18,09/20/21,10/05/21,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,   0 ,09/20/21,TETDLR          , DD/Wart,Antonio,
       203 ,08/18/18,12/16/21,12/14/22,   2 ,H    ,    0 ,    0 ,    3 ,FOOTRIM    , 126 ,04/21/22,II              ,Antonio,,
       204 ,08/18/18,08/05/21,07/22/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,  29 ,09/03/21,TRMLLR          ,Leg/Injury,Antonio,
       204 ,08/18/18,08/05/21,07/22/22,   2 ,H    ,    2 ,    0 ,    3 ,LAME       , 113 ,11/26/21,TETDRRRR        , DD/Wart,Antonio,
       204 ,08/18/18,07/22/22,00000000 ,   3 ,H    ,    1 ,    2 ,    3 ,LAME       , 279 ,04/27/23,TETDLR          , DD/Wart,Antonio,
       205 ,08/18/18,08/01/21,02/27/23,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 242 ,03/31/22,TETDRRII        , DD/Wart,Antonio,
       205 ,08/18/18,02/27/23,07/05/23,   3 ,H    ,    1 ,    1 ,    3 ,LAME       , 119 ,06/26/23,TETDRR          , DD/Wart,Antonio,
       207 ,03/29/12,01/06/18,02/03/19,   4 ,H    ,    4 ,    2 ,    3 ,LAME       , 278 ,10/11/18,TRIM            ,TRIM            ,,
       207 ,03/29/12,01/06/18,02/03/19,   4 ,H    ,    5 ,    2 ,    3 ,LAME       , 324 ,11/26/18,T BLOCK         ,THIN SOLES      ,,
       207 ,03/29/12,02/03/19,08/27/20,   5 ,H    ,    1 ,    7 ,    3 ,LAME       , 127 ,06/10/19,F               ,FOOTROT         ,,
       207 ,03/29/12,02/03/19,08/27/20,   5 ,H    ,    2 ,    7 ,    3 ,LAME       , 128 ,06/11/19,EXN4.30         ,,,
       207 ,03/29/12,02/03/19,08/27/20,   5 ,H    ,    3 ,    7 ,    3 ,LAME       , 225 ,09/16/19,T BLOCK         ,THIN SOLES      ,,
       207 ,03/29/12,02/03/19,08/27/20,   5 ,H    ,    4 ,    7 ,    3 ,LAME       , 501 ,06/18/20,T BLOCK         ,THIN SOLES      ,,
       208 ,08/18/18,07/09/20,06/21/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 180 ,01/05/21,F               ,FOOTROT         ,,
       210 ,08/18/18,07/07/20,08/26/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 226 ,02/18/21,TRIM            ,TRIM            ,,
       210 ,08/18/18,08/14/22,05/21/23,   3 ,H    ,    1 ,    1 ,    3 ,LAME       ,  88 ,11/10/22,TETDLR          , DD/Wart,Antonio,
       210 ,08/18/18,08/14/22,05/21/23,   3 ,H    ,    2 ,    1 ,    3 ,LAME       , 148 ,01/09/23,TETDLR          , DD/Wart,Antonio,
       212 ,08/18/18,10/14/20,09/23/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 183 ,04/15/21,TRIM            ,TRIM            ,,
       212 ,08/18/18,11/08/22,06/05/23,   3 ,H    ,    1 ,    1 ,    3 ,LAME       , 122 ,03/10/23,ABXFRF          ,Foot Rot        ,Antonio,
       214 ,08/19/18,08/20/21,07/29/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 280 ,05/27/22,TETDRR          , DD/Wart,Antonio,
       214 ,08/19/18,07/29/22,02/10/23,   3 ,H    ,    1 ,    1 ,    3 ,LAME       , 157 ,01/02/23,TETDMQ          , DD/Wart,Antonio,
       216 ,08/19/18,06/23/20,05/21/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 266 ,03/16/21,TRIM            ,TRIM            ,,
       218 ,08/19/18,06/27/21,06/10/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 211 ,01/24/22,TETDRRII        , DD/Wart,Antonio,
       219 ,08/19/18,08/01/21,08/08/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 263 ,04/21/22,TETDLRII        , DD/Wart,Antonio,
       219 ,08/19/18,08/08/22,05/08/23,   3 ,H    ,    1 ,    1 ,    3 ,LAME       ,   4 ,08/12/22,TETDLR          , DD/Wart,Antonio,
       226 ,08/20/18,09/01/21,11/19/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,  22 ,09/23/21,ABXFLF          ,Foot Rot        ,Antonio,
       226 ,08/20/18,09/01/21,11/19/22,   2 ,H    ,    2 ,    0 ,    3 ,LAME       , 215 ,04/04/22,TETDRRII        , DD/Wart,Antonio,
       226 ,08/20/18,09/01/21,11/19/22,   2 ,H    ,    3 ,    0 ,    3 ,LAME       , 383 ,09/19/22,TETDRR          , DD/Wart,Antonio,
       226 ,08/20/18,11/19/22,11/24/23,   3 ,H    ,    1 ,    3 ,    3 ,LAME       , 195 ,06/02/23,TETDRR          , DD/Wart,Antonio,
       229 ,08/21/18,07/03/20,06/04/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 270 ,03/30/21,D               ,DERMATITIS      ,,
       229 ,08/21/18,06/04/21,05/30/22,   2 ,H    ,    1 ,    1 ,    3 ,LAME       ,  73 ,08/16/21,TETDRFII        , DD/Wart,Antonio,
       229 ,08/21/18,05/30/22,05/04/23,   3 ,H    ,    1 ,    2 ,    3 ,LAME       , 273 ,02/27/23,TETDLR          , DD/Wart,Antonio,
       230 ,08/16/12,06/16/18,05/28/19,   4 ,H    ,    1 ,    0 ,    3 ,LAME       , 261 ,03/04/19,T BLOCK         ,THIN SOLES      ,,
       230 ,08/16/12,06/16/18,05/28/19,   4 ,H    ,    2 ,    0 ,    3 ,LAME       , 275 ,03/18/19,TRIM            ,TRIM            ,,
       233 ,08/21/18,10/10/20,10/30/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 279 ,07/16/21,TRIM            ,TRIM            ,,
       235 ,08/21/18,06/30/21,07/14/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 239 ,02/24/22,TETDLFII        , DD/Wart,Antonio,
       236 ,08/21/18,11/01/21,01/27/23,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 309 ,09/06/22,BLKWLR          ,WhiteLineOut    ,Antonio,
       236 ,08/21/18,11/01/21,01/27/23,   2 ,H    ,    2 ,    0 ,    3 ,LAME       , 400 ,12/06/22,BLKWLR          ,WhiteLineOut    ,Antonio,
       239 ,08/21/18,08/27/20,09/13/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 189 ,03/04/21,TRIM            ,TRIM            ,,
       242 ,08/21/18,07/05/20,06/13/21,   1 ,H    ,    1 ,    0 ,    3 ,LAME       , 109 ,10/22/20,TRIM            ,TRIM            ,,
       262 ,08/24/18,11/02/21,04/13/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,   2 ,11/04/21,BLKURRII        ,Sole Ulcer      ,Antonio,
       262 ,08/24/18,11/02/21,04/13/22,   2 ,H    ,    2 ,    0 ,    3 ,LAME       ,   6 ,11/08/21,BEEFII          ,Beef            ,Antonio,
       262 ,08/24/18,11/02/21,04/13/22,   2 ,H    ,    3 ,    0 ,    3 ,LAME       ,  86 ,01/27/22,BLKWRRII        ,WhiteLineOut    ,Antonio,
       262 ,08/24/18,11/02/21,04/13/22,   2 ,H    ,    4 ,    0 ,    3 ,LAME       , 114 ,02/24/22,BLKWRRII        ,WhiteLineOut    ,Antonio,
       270 ,08/25/18,11/28/21,01/16/23,   2 ,H    ,    1 ,    0 ,    3 ,LAME       , 352 ,11/15/22,TETDLR          , DD/Wart,Antonio,
       270 ,08/25/18,01/16/23,00000000 ,   3 ,H    ,    1 ,    1 ,    3 ,LAME       , 165 ,06/30/23,TETDLF          , DD/Wart,Antonio,
       276 ,07/29/12,07/30/20,07/31/20,   6 ,H    ,    1 ,    1 ,    3 ,LAME       ,   0 ,07/30/20,U               ,UPPERLEG        ,,
       291 ,08/27/18,05/15/22,01/16/23,   3 ,H    ,    0 ,    0 ,    3 ,FOOTRIM    , 113 ,09/05/22,NONE            ,Antonio,,
       293 ,08/28/18,01/03/23,09/12/23,   3 ,H    ,    1 ,    0 ,    3 ,LAME       , 128 ,05/11/23,TETDRR          , DD/Wart,Antonio,
       300 ,08/28/18,07/12/21,09/16/22,   2 ,H    ,    1 ,    0 ,    3 ,LAME       ,  11 ,07/23/21,D               ,DERMATITIS      ,,
       300 ,08/28/18,07/12/21,09/16/22,   2 ,H    ,    2 ,    0 ,    3 ,LAME       ,  59 ,09/09/21,RR              , DD/Wart,Antonio,
